"","drama","length","begin","end","Speaker.figure_surface","Speaker.figure_id","Token.surface","Token.pos","Token.lemma"
"251","r0px.0",25616,2692,2740,"Eustache, seine Gemahlin.",1,"rächen","VVINF","rächen"
"252","r0px.0",25616,2692,2740,"Eustache, seine Gemahlin.",1,"?","$.","--"
"253","r0px.0",25616,2745,2876,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"In","APPR","in"
"254","r0px.0",25616,2745,2876,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"Gedanken","NN","gedanke"
"255","r0px.0",25616,2745,2876,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,".","$.","--"
"256","r0px.0",25616,2745,2876,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"Würge","NE","würge"
"257","r0px.0",25616,2745,2876,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"Sie","PPER","sie"
"258","r0px.0",25616,2745,2876,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"betend","ADJD","betend"
"259","r0px.0",25616,2745,2876,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,".","$.","--"
"260","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"Ich","PPER","ich"
"261","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"weiß","VVFIN","weiß"
"262","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,",","$,","--"
"263","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"Eustache","NN","eustache"
"264","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,",","$,","--"
"265","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"Männer","NN","mann"
"266","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"sind","VAFIN","sein"
"267","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"die","ART","der"
"268","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"Rächer","NN","rächer"
"269","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"–","XY","–"
"270","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"Ihr","PPOSAT","ihr"
"271","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"seid","ADJD","sein"
"272","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"die","ART","der"
"273","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"Klageweiber","NN","klageweiber"
"274","r0px.0",25616,2883,4326,"Rupert, Graf von Schroffenstein, aus dem Hause Rossitz.",0,"der","ART","der"
