"","drama","length","begin","end","Speaker.figure_surface","Speaker.figure_id","Token.surface","Token.pos","Token.lemma"
"6829","r0px.0",25616,39811,39834,"Agnes, ihre Tochter.",7,"es","PPER","es"
"6830","r0px.0",25616,39811,39834,"Agnes, ihre Tochter.",7,",","$,","--"
"6831","r0px.0",25616,39811,39834,"Agnes, ihre Tochter.",7,"ja","ADV","ja"
"6832","r0px.0",25616,39811,39834,"Agnes, ihre Tochter.",7,".","$.","--"
"6833","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"O","NE","O"
"6834","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"Gott","NN","gott"
"6835","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"!","$.","--"
"6836","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"Ich","PPER","ich"
"6837","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"danke","VVFIN","danken"
"6838","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"dir","PRF","dir"
"6839","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"mein","PPOSAT","mein"
"6840","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"Leben","NN","leben"
"6841","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"nur","ADV","nur"
"6842","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"Um","APPR","um"
"6843","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"dieser","PDAT","dieser"
"6844","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"Kunde","NN","kunde"
"6845","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"!","$.","--"
"6846","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"–","XY","–"
"6847","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"Mädchen","NN","mädchen"
"6848","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"!","$.","--"
"6849","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"Mädchen","NN","mädchen"
"6850","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"!","$.","--"
"6851","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"O","NE","O"
"6852","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"Mein","PPOSAT","mein"
"6853","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"Gott","NN","gott"
"6854","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,",","$,","--"
"6855","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"so","ADV","so"
"6856","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"brauch","VVFIN","brauch"
"6857","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"ich","PPER","ich"
"6858","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"dich","PRF","dich"
"6859","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"ja","ADV","ja"
"6860","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"nicht","PTKNEG","nicht"
"6861","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"zu","APPR","zu"
"6862","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"morden","ADJA","morden"
"6863","r0px.0",25616,39839,39976,"Ottokar, ihr Sohn.",2,"!","$.","--"
"6864","r0px.0",25616,39982,39996,"Agnes, ihre Tochter.",7,"Morden","NN","morden"
"6865","r0px.0",25616,39982,39996,"Agnes, ihre Tochter.",7,"?","$.","--"
"6866","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"O","NE","O"
"6867","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"komm","ADJD","kommen"
"6868","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"!","$.","--"
"6869","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Nun","ADV","nun"
"6870","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"will","VMFIN","wollen"
"6871","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ich","PPER","ich"
"6872","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"heiter","PTKVZ","heiter"
"6873","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"6874","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"offen","ADJD","offen"
"6875","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"6876","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"wahr","ADJD","wahr"
"6877","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"6878","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Wie","PWAV","wie"
"6879","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"deine","PPOSAT","dein"
"6880","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Seele","NN","seele"
"6881","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"mit","APPR","mit"
"6882","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"dir","PPER","dir"
"6883","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"reden","VVINF","reden"
"6884","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,".","$.","--"
"6885","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Komm","VVIMP","komm"
"6886","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"!","$.","--"
"6887","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Es","PPER","es"
"6888","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"darf","VMFIN","dürfen"
"6889","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"kein","PIAT","kein"
"6890","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Schatten","NN","schatten"
"6891","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"mehr","ADV","mehr"
"6892","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"dich","PRF","dich"
"6893","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"decken","VVINF","decken"
"6894","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"6895","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"nicht","PTKNEG","nicht"
"6896","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Der","ART","der"
"6897","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"mindeste","ADJA","mindest"
"6898","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"6899","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ganz","ADV","ganz"
"6900","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"klar","ADJD","klar"
"6901","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"will","VMFIN","wollen"
"6902","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ich","PPER","ich"
"6903","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"dich","PRF","dich"
"6904","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"sehen","VVINF","sehen"
"6905","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,".","$.","--"
"6906","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Dein","PPOSAT","dein"
"6907","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Innres","NN","innre"
"6908","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ist's","VVFIN","ist's"
"6909","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"mir","PPER","sich"
"6910","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"schon","ADV","schon"
"6911","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"6912","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"die","ART","der"
"6913","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"neugebornen","ADJA","neugeborn"
"6914","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Gedanken","NN","gedanke"
"6915","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"kann","VMFIN","können"
"6916","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ich","PPER","ich"
"6917","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"wie","KOKOM","wie"
"6918","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"dein","PPOSAT","dein"
"6919","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Gott","NN","gott"
"6920","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"erraten","VVFIN","erraten"
"6921","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,".","$.","--"
"6922","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Dein","PPOSAT","dein"
"6923","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Zeichen","NN","zeichen"
"6924","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"nur","ADV","nur"
"6925","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"6926","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"die","ART","der"
"6927","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"freundliche","ADJA","freundlich"
"6928","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Erfindung","NN","erfindung"
"6929","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Mit","APPR","mit"
"6930","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"einer","ART","ein"
"6931","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Silbe","NN","silbe"
"6932","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"das","ART","der"
"6933","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Unendliche","NN","unendlich"
"6934","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Zu","PTKZU","zu"
"6935","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"fassen","VVINF","fassen"
"6936","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"6937","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"nur","ADV","nur"
"6938","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"den","ART","der"
"6939","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Namen","NN","name"
"6940","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"sage","VVFIN","sagen"
"6941","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"mir","PPER","sich"
"6942","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,".","$.","--"
"6943","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Dir","PROAV","dir"
"6944","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"sag","VVIMP","sögen"
"6945","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ich","PPER","ich"
"6946","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"meinen","VVFIN","meinen"
"6947","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"gleich","ADV","gleich"
"6948","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"6949","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"denn","KON","denn"
"6950","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"nur","ADV","nur"
"6951","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ein","ART","ein"
"6952","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Scherz","NN","scherz"
"6953","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"War","VAFIN","sein"
"6954","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"es","PPER","es"
"6955","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"6956","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"dir","PPER","dir"
"6957","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"zu","PTKZU","zu"
"6958","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"verweigern","VVINF","verweigern"
"6959","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"6960","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"was","PWS","was"
"6961","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"du","PPER","du"
"6962","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"mir","PPER","sich"
"6963","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,".","$.","--"
"6964","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Ich","PPER","ich"
"6965","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"hätte","VAFIN","haben"
"6966","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"deinen","PPOSAT","dein"
"6967","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"längst","ADV","längst"
"6968","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"erforscht","VVPP","erforschen"
"6969","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"6970","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"wenn","KOUS","wenn"
"6971","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"nicht","PTKNEG","nicht"
"6972","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Sogar","ADV","sogar"
"6973","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"dein","PPOSAT","dein"
"6974","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"unverständliches","ADJA","unverständlich"
"6975","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Gebot","NN","gebot"
"6976","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Mir","PPER","sich"
"6977","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"heilig","ADJD","heilig"
"6978","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,".","$.","--"
"6979","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Aber","KON","aber"
"6980","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"nun","ADV","nun"
"6981","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"frag","VVFIN","frag"
"6982","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ich","PPER","ich"
"6983","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"dich","PRF","dich"
"6984","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"selbst","ADV","selbst"
"6985","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,".","$.","--"
"6986","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Nichts","PIAT","nichts"
"6987","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Böses","NN","böse"
"6988","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"bin","VAFIN","sein"
"6989","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ich","PPER","ich"
"6990","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"mir","PPER","sich"
"6991","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"bewußt","ADJD","bewußt"
"6992","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"6993","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ich","PPER","ich"
"6994","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"fühle","VVFIN","fühlen"
"6995","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Du","PPER","du"
"6996","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"gehst","VVFIN","gehen"
"6997","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"mir","PPER","sich"
"6998","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"über","APPR","über"
"6999","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"alles","PIS","alle"
"7000","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Glück","NN","glück"
"7001","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"der","ART","der"
"7002","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Welt","NN","welt"
"7003","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Und","KON","und"
"7004","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"nicht","PTKNEG","nicht"
"7005","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ans","APPRART","an"
"7006","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Leben","NN","leben"
"7007","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"bin","VAFIN","sein"
"7008","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ich","PPER","ich"
"7009","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"so","ADV","so"
"7010","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"gebunden","VVPP","binden"
"7011","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"7012","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"So","ADV","so"
"7013","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"gern","ADV","gern"
"7014","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"nicht","PTKNEG","nicht"
"7015","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"7016","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"und","KON","und"
"7017","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"so","ADV","so"
"7018","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"fest","ADJD","fest"
"7019","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"nicht","PTKNEG","nicht"
"7020","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"7021","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"wie","PWAV","wie"
"7022","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"an","APPR","an"
"7023","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"dich","PPER","dich"
"7024","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,".","$.","--"
"7025","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Drum","PROAV","drum"
"7026","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"will","VMFIN","wollen"
"7027","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ich","PPER","ich"
"7028","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,",","$,","--"
"7029","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"daß","KOUS","daß"
"7030","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"du","PPER","du"
"7031","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"nichts","PIS","nichts"
"7032","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"mehr","ADV","mehr"
"7033","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"vor","APPR","vor"
"7034","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"mir","PPER","sich"
"7035","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"birgst","VVFIN","birgen"
"7036","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Und","KON","und"
"7037","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"fordre","VVFIN","fordre"
"7038","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"ernst","ADJD","ernst"
"7039","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"dein","PPOSAT","dein"
"7040","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"unumschränkt","ADJD","unumschränkt"
"7041","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,"Vertrauen","NN","vertrauen"
"7042","r0px.0",25616,40001,40894,"Ottokar, ihr Sohn.",2,".","$.","--"
"7043","r0px.0",25616,40900,40939,"Agnes, ihre Tochter.",7,"Ich","PPER","ich"
"7044","r0px.0",25616,40900,40939,"Agnes, ihre Tochter.",7,"kann","VMFIN","können"
"7045","r0px.0",25616,40900,40939,"Agnes, ihre Tochter.",7,"nicht","PTKNEG","nicht"
"7046","r0px.0",25616,40900,40939,"Agnes, ihre Tochter.",7,"reden","VVINF","reden"
"7047","r0px.0",25616,40900,40939,"Agnes, ihre Tochter.",7,",","$,","--"
"7048","r0px.0",25616,40900,40939,"Agnes, ihre Tochter.",7,"Ottokar","NE","ottokar"
"7049","r0px.0",25616,40900,40939,"Agnes, ihre Tochter.",7,".","$.","--"
"7050","r0px.0",25616,40900,40939,"Agnes, ihre Tochter.",7,"–","XY","–"
"7051","r0px.0",25616,40944,41016,"Ottokar, ihr Sohn.",2,"Was","PWS","was"
"7052","r0px.0",25616,40944,41016,"Ottokar, ihr Sohn.",2,"ängstigt","VVFIN","ängstigen"
"7053","r0px.0",25616,40944,41016,"Ottokar, ihr Sohn.",2,"dich","PPER","dich"
"7054","r0px.0",25616,40944,41016,"Ottokar, ihr Sohn.",2,"?","$.","--"
"7055","r0px.0",25616,40944,41016,"Ottokar, ihr Sohn.",2,"Ich","PPER","ich"
"7056","r0px.0",25616,40944,41016,"Ottokar, ihr Sohn.",2,"will","VMFIN","wollen"
"7057","r0px.0",25616,40944,41016,"Ottokar, ihr Sohn.",2,"dir","PRF","dir"
"7058","r0px.0",25616,40944,41016,"Ottokar, ihr Sohn.",2,"jeden","PIDAT","jeder"
"7059","r0px.0",25616,40944,41016,"Ottokar, ihr Sohn.",2,"falschen","ADJA","falsch"
"7060","r0px.0",25616,40944,41016,"Ottokar, ihr Sohn.",2,"Wahn","NN","wahn"
"7061","r0px.0",25616,40944,41016,"Ottokar, ihr Sohn.",2,"benehmen","VVFIN","benehmen"
"7062","r0px.0",25616,40944,41016,"Ottokar, ihr Sohn.",2,".","$.","--"
"7063","r0px.0",25616,41022,41052,"Agnes, ihre Tochter.",7,"–","XY","–"
"7064","r0px.0",25616,41022,41052,"Agnes, ihre Tochter.",7,"Du","PPER","du"
"7065","r0px.0",25616,41022,41052,"Agnes, ihre Tochter.",7,"sprachst","VVFIN","sprachen"
"7066","r0px.0",25616,41022,41052,"Agnes, ihre Tochter.",7,"von","APPR","von"
"7067","r0px.0",25616,41022,41052,"Agnes, ihre Tochter.",7,"Mord","NN","mord"
"7068","r0px.0",25616,41022,41052,"Agnes, ihre Tochter.",7,".","$.","--"
"7069","r0px.0",25616,41057,41091,"Ottokar, ihr Sohn.",2,"Von","APPR","von"
"7070","r0px.0",25616,41057,41091,"Ottokar, ihr Sohn.",2,"Liebe","NN","liebe"
"7071","r0px.0",25616,41057,41091,"Ottokar, ihr Sohn.",2,"sprach","VVFIN","sprechen"
"7072","r0px.0",25616,41057,41091,"Ottokar, ihr Sohn.",2,"ich","PPER","ich"
"7073","r0px.0",25616,41057,41091,"Ottokar, ihr Sohn.",2,"nur","ADV","nur"
"7074","r0px.0",25616,41057,41091,"Ottokar, ihr Sohn.",2,".","$.","--"
"7075","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"Von","APPR","von"
"7076","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"Liebe","NN","liebe"
"7077","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,",","$,","--"
"7078","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"hör","VAFIN","hör"
"7079","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"ich","PPER","ich"
"7080","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"wohl","ADV","wohl"
"7081","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,",","$,","--"
"7082","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"sprachst","VVFIN","sprachen"
"7083","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"du","PPER","du"
"7084","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"mit","APPR","mit"
"7085","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"mir","PPER","sich"
"7086","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,",","$,","--"
"7087","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"Doch","KON","doch"
"7088","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"sage","VVFIN","sagen"
"7089","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"mir","PPER","sich"
"7090","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,",","$,","--"
"7091","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"mit","APPR","mit"
"7092","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"wem","ADJA","wem"
"7093","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"sprachst","VVFIN","sprachen"
"7094","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"du","PPER","du"
"7095","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"vom","APPRART","von"
"7096","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"Morde","NN","mord"
"7097","r0px.0",25616,41096,41196,"Agnes, ihre Tochter.",7,"?","$.","--"
"7098","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,"Du","PPER","du"
"7099","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,"hörst","VVFIN","hörsen"
"7100","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,"es","PPER","es"
"7101","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,"ja","ADV","ja"
"7102","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,",","$,","--"
"7103","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,"es","PPER","es"
"7104","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,"war","VAFIN","sein"
"7105","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,"ein","ART","ein"
"7106","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,"böser","ADJA","böse"
"7107","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,"Irrtum","NN","irrtum"
"7108","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,",","$,","--"
"7109","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,"Den","ART","den"
"7110","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,"mir","PPER","sich"
"7111","r0px.0",25616,41202,41339,"Ottokar, ihr Sohn.",2,"ein","ART","ein"
