"","drama","length","begin","end","Speaker.figure_surface","Speaker.figure_id","Token.surface","Token.pos","Token.lemma"
"160","vndf.0",28542,1873,2051,"Gregorio",13,"aufnehmen","VVINF","aufnehmen"
"161","vndf.0",28542,1873,2051,"Gregorio",13,"lassen","VVINF","lassen"
"162","vndf.0",28542,1873,2051,"Gregorio",13,".","$.","--"
"163","vndf.0",28542,2056,2262,"Simson",12,"Einerlei","PIAT","einerlei"
"164","vndf.0",28542,2056,2262,"Simson",12,"!","$.","--"
"165","vndf.0",28542,2056,2262,"Simson",12,"Ich","PPER","ich"
"166","vndf.0",28542,2056,2262,"Simson",12,"will","VMFIN","wollen"
"167","vndf.0",28542,2056,2262,"Simson",12,"barbarisch","ADJD","barbarisch"
"168","vndf.0",28542,2056,2262,"Simson",12,"zu","APPR","zu"
"169","vndf.0",28542,2056,2262,"Simson",12,"Werke","NN","werk"
"170","vndf.0",28542,2056,2262,"Simson",12,"gehn","CARD","gehn"
"171","vndf.0",28542,2056,2262,"Simson",12,".","$.","--"
"172","vndf.0",28542,2056,2262,"Simson",12,"Hab","ADV","hab"
"173","vndf.0",28542,2056,2262,"Simson",12,"'","$[","--"
"174","vndf.0",28542,2056,2262,"Simson",12,"ich's","PPER","ich's"
"175","vndf.0",28542,2056,2262,"Simson",12,"mit","APPR","mit"
"176","vndf.0",28542,2056,2262,"Simson",12,"den","ART","der"
"177","vndf.0",28542,2056,2262,"Simson",12,"Bedienten","NN","bedient"
"178","vndf.0",28542,2056,2262,"Simson",12,"erst","ADV","erst"
"179","vndf.0",28542,2056,2262,"Simson",12,"ausgefochten","VVINF","ausfechten"
"180","vndf.0",28542,2056,2262,"Simson",12,",","$,","--"
"181","vndf.0",28542,2056,2262,"Simson",12,"so","ADV","so"
"182","vndf.0",28542,2056,2262,"Simson",12,"will","VMFIN","wollen"
"183","vndf.0",28542,2056,2262,"Simson",12,"ich","PPER","ich"
"184","vndf.0",28542,2056,2262,"Simson",12,"mir","PPER","sich"
"185","vndf.0",28542,2056,2262,"Simson",12,"die","ART","der"
"186","vndf.0",28542,2056,2262,"Simson",12,"Mädchen","NN","mädchen"
"187","vndf.0",28542,2056,2262,"Simson",12,"unterwerfen","VVINF","unterwerfen"
"188","vndf.0",28542,2056,2262,"Simson",12,".","$.","--"
"189","vndf.0",28542,2056,2262,"Simson",12,"Sie","PPER","sie"
"190","vndf.0",28542,2056,2262,"Simson",12,"sollen","VMFIN","sollen"
"191","vndf.0",28542,2056,2262,"Simson",12,"die","ART","der"
"192","vndf.0",28542,2056,2262,"Simson",12,"Spitze","NN","spitze"
"193","vndf.0",28542,2056,2262,"Simson",12,"meines","PPOSAT","mein"
"194","vndf.0",28542,2056,2262,"Simson",12,"Degens","NN","degen"
"195","vndf.0",28542,2056,2262,"Simson",12,"fühlen","VVINF","fühlen"
"196","vndf.0",28542,2056,2262,"Simson",12,",","$,","--"
"197","vndf.0",28542,2056,2262,"Simson",12,"bis","KOUS","bis"
"198","vndf.0",28542,2056,2262,"Simson",12,"er","PPER","er"
"199","vndf.0",28542,2056,2262,"Simson",12,"stumpf","ADJD","stumpf"
"200","vndf.0",28542,2056,2262,"Simson",12,"wird","VAFIN","werden"
"201","vndf.0",28542,2056,2262,"Simson",12,".","$.","--"
"202","vndf.0",28542,2269,2384,"Gregorio",13,"Zieh","ADV","zieh"
"203","vndf.0",28542,2269,2384,"Gregorio",13,"'","$[","--"
"204","vndf.0",28542,2269,2384,"Gregorio",13,"nur","ADV","nur"
"205","vndf.0",28542,2269,2384,"Gregorio",13,"gleich","ADV","gleich"
"206","vndf.0",28542,2269,2384,"Gregorio",13,"von","APPR","von"
"207","vndf.0",28542,2269,2384,"Gregorio",13,"Leder","NN","leder"
"208","vndf.0",28542,2269,2384,"Gregorio",13,":","$.","--"
"209","vndf.0",28542,2269,2384,"Gregorio",13,"da","ADV","da"
"210","vndf.0",28542,2269,2384,"Gregorio",13,"kommen","VVFIN","kommen"
"211","vndf.0",28542,2269,2384,"Gregorio",13,"zwei","CARD","zwei"
"212","vndf.0",28542,2269,2384,"Gregorio",13,"aus","APPR","aus"
"213","vndf.0",28542,2269,2384,"Gregorio",13,"dem","ART","der"
"214","vndf.0",28542,2269,2384,"Gregorio",13,"Hause","NN","haus"
"215","vndf.0",28542,2269,2384,"Gregorio",13,"Montagues","NE","montague"
"216","vndf.0",28542,2269,2384,"Gregorio",13,".","$.","--"
"217","vndf.0",28542,2390,2476,"Simson",12,"Hier","ADV","hier"
"218","vndf.0",28542,2390,2476,"Simson",12,"!","$.","--"
"219","vndf.0",28542,2390,2476,"Simson",12,"mein","PPOSAT","mein"
"220","vndf.0",28542,2390,2476,"Simson",12,"Gewehr","NN","gewehr"
"221","vndf.0",28542,2390,2476,"Simson",12,"ist","VAFIN","sein"
"222","vndf.0",28542,2390,2476,"Simson",12,"blank","ADJD","blank"
"223","vndf.0",28542,2390,2476,"Simson",12,"!","$.","--"
"224","vndf.0",28542,2390,2476,"Simson",12,"Fang","NN","fang"
"225","vndf.0",28542,2390,2476,"Simson",12,"'","$[","--"
"226","vndf.0",28542,2390,2476,"Simson",12,"nur","ADV","nur"
"227","vndf.0",28542,2390,2476,"Simson",12,"Händel","NE","händel"
"228","vndf.0",28542,2390,2476,"Simson",12,"an","PTKVZ","an"
"229","vndf.0",28542,2390,2476,"Simson",12,",","$,","--"
"230","vndf.0",28542,2390,2476,"Simson",12,"ich","PPER","ich"
"231","vndf.0",28542,2390,2476,"Simson",12,"will","VMFIN","wollen"
"232","vndf.0",28542,2390,2476,"Simson",12,"den","ART","der"
"233","vndf.0",28542,2390,2476,"Simson",12,"Rücken","NN","rücken"
"234","vndf.0",28542,2390,2476,"Simson",12,"decken","VVINF","decken"
"235","vndf.0",28542,2390,2476,"Simson",12,".","$.","--"
"236","vndf.0",28542,2481,2529,"Gregorio",13,"Den","ART","der"
"237","vndf.0",28542,2481,2529,"Gregorio",13,"Rücken","NN","rücken"
"238","vndf.0",28542,2481,2529,"Gregorio",13,"?","$.","--"
"239","vndf.0",28542,2481,2529,"Gregorio",13,"willst","VMFIN","wollen"
"240","vndf.0",28542,2481,2529,"Gregorio",13,"du","PPER","du"
"241","vndf.0",28542,2481,2529,"Gregorio",13,"Reißaus","NN","reißaus"
"242","vndf.0",28542,2481,2529,"Gregorio",13,"nehmen","VVFIN","nehmen"
"243","vndf.0",28542,2481,2529,"Gregorio",13,"?","$.","--"
"244","vndf.0",28542,2534,2566,"Simson",12,"Fürchte","NN","fürchte"
"245","vndf.0",28542,2534,2566,"Simson",12,"nichts","PIS","nichts"
"246","vndf.0",28542,2534,2566,"Simson",12,"von","APPR","von"
"247","vndf.0",28542,2534,2566,"Simson",12,"mir","PPER","sich"
"248","vndf.0",28542,2534,2566,"Simson",12,"!","$.","--"
"249","vndf.0",28542,2571,2616,"Gregorio",13,"Ne","NN","ne"
"250","vndf.0",28542,2571,2616,"Gregorio",13,",","$,","--"
"251","vndf.0",28542,2571,2616,"Gregorio",13,"wahrhaftig","ADJD","wahrhaftig"
"252","vndf.0",28542,2571,2616,"Gregorio",13,"!","$.","--"
"253","vndf.0",28542,2571,2616,"Gregorio",13,"ich","PPER","ich"
"254","vndf.0",28542,2571,2616,"Gregorio",13,"dich","PRF","dich"
"255","vndf.0",28542,2571,2616,"Gregorio",13,"fürchten","VVINF","fürchten"
"256","vndf.0",28542,2571,2616,"Gregorio",13,"?","$.","--"
"257","vndf.0",28542,2621,2692,"Simson",12,"Laß","VVIMP","lassen"
"258","vndf.0",28542,2621,2692,"Simson",12,"uns","PPER","uns"
"259","vndf.0",28542,2621,2692,"Simson",12,"das","ART","der"
"260","vndf.0",28542,2621,2692,"Simson",12,"Recht","NN","recht"
"261","vndf.0",28542,2621,2692,"Simson",12,"auf","APPR","auf"
"262","vndf.0",28542,2621,2692,"Simson",12,"unsrer","ADJA","unsrer"
"263","vndf.0",28542,2621,2692,"Simson",12,"Seite","NN","seite"
"264","vndf.0",28542,2621,2692,"Simson",12,"behalten","VVINF","behalten"
"265","vndf.0",28542,2621,2692,"Simson",12,",","$,","--"
"266","vndf.0",28542,2621,2692,"Simson",12,"laß","VVFIN","lassen"
"267","vndf.0",28542,2621,2692,"Simson",12,"sie","PPER","sie"
"268","vndf.0",28542,2621,2692,"Simson",12,"anfangen","VVINF","anfangen"
"269","vndf.0",28542,2621,2692,"Simson",12,"!","$.","--"
"270","vndf.0",28542,2697,2792,"Gregorio",13,"Ich","PPER","ich"
"271","vndf.0",28542,2697,2792,"Gregorio",13,"will","VMFIN","wollen"
"272","vndf.0",28542,2697,2792,"Gregorio",13,"ihnen","PPER","ihnen"
"273","vndf.0",28542,2697,2792,"Gregorio",13,"im","APPRART","in"
"274","vndf.0",28542,2697,2792,"Gregorio",13,"Vorbeigehn","NN","vorbeigehn"
"275","vndf.0",28542,2697,2792,"Gregorio",13,"ein","ART","ein"
"276","vndf.0",28542,2697,2792,"Gregorio",13,"Gesicht","NN","gesicht"
"277","vndf.0",28542,2697,2792,"Gregorio",13,"ziehen","VVINF","ziehen"
"278","vndf.0",28542,2697,2792,"Gregorio",13,",","$,","--"
"279","vndf.0",28542,2697,2792,"Gregorio",13,"sie","PPER","sie"
"280","vndf.0",28542,2697,2792,"Gregorio",13,"mögen's","VVFIN","mögen's"
"281","vndf.0",28542,2697,2792,"Gregorio",13,"nehmen","VVINF","nehmen"
"282","vndf.0",28542,2697,2792,"Gregorio",13,",","$,","--"
"283","vndf.0",28542,2697,2792,"Gregorio",13,"wie","PWAV","wie"
"284","vndf.0",28542,2697,2792,"Gregorio",13,"sie","PPER","sie"
"285","vndf.0",28542,2697,2792,"Gregorio",13,"wollen","VMFIN","wollen"
"286","vndf.0",28542,2697,2792,"Gregorio",13,".","$.","--"
"287","vndf.0",28542,2797,2913,"Simson",12,"Wie","PWAV","wie"
"288","vndf.0",28542,2797,2913,"Simson",12,"sie","PPER","sie"
"289","vndf.0",28542,2797,2913,"Simson",12,"dürfen","VMFIN","dürfen"
"290","vndf.0",28542,2797,2913,"Simson",12,",","$,","--"
"291","vndf.0",28542,2797,2913,"Simson",12,"lieber","ADJD","lieber"
"292","vndf.0",28542,2797,2913,"Simson",12,".","$.","--"
"293","vndf.0",28542,2797,2913,"Simson",12,"Ich","PPER","ich"
"294","vndf.0",28542,2797,2913,"Simson",12,"will","VMFIN","wollen"
"295","vndf.0",28542,2797,2913,"Simson",12,"ihnen","PPER","ihnen"
"296","vndf.0",28542,2797,2913,"Simson",12,"einen","ART","ein"
"297","vndf.0",28542,2797,2913,"Simson",12,"Esel","NN","esel"
"298","vndf.0",28542,2797,2913,"Simson",12,"bohren","VVINF","bohren"
"299","vndf.0",28542,2797,2913,"Simson",12,";","$.","--"
"300","vndf.0",28542,2797,2913,"Simson",12,"wenn","KOUS","wenn"
"301","vndf.0",28542,2797,2913,"Simson",12,"sie","PPER","sie"
"302","vndf.0",28542,2797,2913,"Simson",12,"es","PPER","es"
"303","vndf.0",28542,2797,2913,"Simson",12,"einstecken","VVFIN","einstecken"
"304","vndf.0",28542,2797,2913,"Simson",12,",","$,","--"
"305","vndf.0",28542,2797,2913,"Simson",12,"so","ADV","so"
"306","vndf.0",28542,2797,2913,"Simson",12,"haben","VAFIN","haben"
"307","vndf.0",28542,2797,2913,"Simson",12,"sie","PPER","sie"
"308","vndf.0",28542,2797,2913,"Simson",12,"den","ART","der"
"309","vndf.0",28542,2797,2913,"Simson",12,"Schimpf","NN","schimpf"
"310","vndf.0",28542,2797,2913,"Simson",12,".","$.","--"
"311","vndf.0",28542,2918,2964,"Abraham",14,"Bohrt","NE","bohren"
"312","vndf.0",28542,2918,2964,"Abraham",14,"Ihr","PPOSAT","ihr"
"313","vndf.0",28542,2918,2964,"Abraham",14,"uns","PPER","uns"
"314","vndf.0",28542,2918,2964,"Abraham",14,"einen","ART","ein"
"315","vndf.0",28542,2918,2964,"Abraham",14,"Esel","NN","esel"
"316","vndf.0",28542,2918,2964,"Abraham",14,",","$,","--"
"317","vndf.0",28542,2918,2964,"Abraham",14,"mein","PPOSAT","mein"
"318","vndf.0",28542,2918,2964,"Abraham",14,"Herr","NN","herr"
"319","vndf.0",28542,2918,2964,"Abraham",14,"?","$.","--"
"320","vndf.0",28542,2969,3010,"Simson",12,"Ich","PPER","ich"
"321","vndf.0",28542,2969,3010,"Simson",12,"bohre","VVFIN","bohren"
"322","vndf.0",28542,2969,3010,"Simson",12,"einen","ART","ein"
"323","vndf.0",28542,2969,3010,"Simson",12,"Esel","NN","esel"
"324","vndf.0",28542,2969,3010,"Simson",12,",","$,","--"
"325","vndf.0",28542,2969,3010,"Simson",12,"mein","PPOSAT","mein"
"326","vndf.0",28542,2969,3010,"Simson",12,"Herr","NN","herr"
"327","vndf.0",28542,2969,3010,"Simson",12,".","$.","--"
"328","vndf.0",28542,3015,3061,"Abraham",14,"Bohrt","NE","bohren"
"329","vndf.0",28542,3015,3061,"Abraham",14,"Ihr","PPOSAT","ihr"
"330","vndf.0",28542,3015,3061,"Abraham",14,"uns","PPER","uns"
"331","vndf.0",28542,3015,3061,"Abraham",14,"einen","ART","ein"
"332","vndf.0",28542,3015,3061,"Abraham",14,"Esel","NN","esel"
"333","vndf.0",28542,3015,3061,"Abraham",14,",","$,","--"
"334","vndf.0",28542,3015,3061,"Abraham",14,"mein","PPOSAT","mein"
"335","vndf.0",28542,3015,3061,"Abraham",14,"Herr","NN","herr"
"336","vndf.0",28542,3015,3061,"Abraham",14,"?","$.","--"
"337","vndf.0",28542,3066,3124,"Simson",12,"Ist","VAFIN","sein"
"338","vndf.0",28542,3066,3124,"Simson",12,"das","ART","der"
"339","vndf.0",28542,3066,3124,"Simson",12,"Recht","NN","recht"
"340","vndf.0",28542,3066,3124,"Simson",12,"auf","APPR","auf"
"341","vndf.0",28542,3066,3124,"Simson",12,"unsrer","ADJA","unsrer"
"342","vndf.0",28542,3066,3124,"Simson",12,"Seite","NN","seite"
"343","vndf.0",28542,3066,3124,"Simson",12,",","$,","--"
"344","vndf.0",28542,3066,3124,"Simson",12,"wenn","KOUS","wenn"
"345","vndf.0",28542,3066,3124,"Simson",12,"ich","PPER","ich"
"346","vndf.0",28542,3066,3124,"Simson",12,"ja","ADV","ja"
"347","vndf.0",28542,3066,3124,"Simson",12,"sage","VVFIN","sagen"
"348","vndf.0",28542,3066,3124,"Simson",12,"?","$.","--"
"349","vndf.0",28542,3129,3145,"Gregorio",13,"Nein","PTKANT","nein"
"350","vndf.0",28542,3129,3145,"Gregorio",13,".","$.","--"
"351","vndf.0",28542,3150,3252,"Simson",12,"Nein","PTKANT","nein"
"352","vndf.0",28542,3150,3252,"Simson",12,",","$,","--"
"353","vndf.0",28542,3150,3252,"Simson",12,"mein","PPOSAT","mein"
"354","vndf.0",28542,3150,3252,"Simson",12,"Herr","NN","herr"
"355","vndf.0",28542,3150,3252,"Simson",12,"!","$.","--"
"356","vndf.0",28542,3150,3252,"Simson",12,"Ich","PPER","ich"
"357","vndf.0",28542,3150,3252,"Simson",12,"bohre","VVFIN","bohren"
"358","vndf.0",28542,3150,3252,"Simson",12,"Euch","PPER","euch"
"359","vndf.0",28542,3150,3252,"Simson",12,"keinen","PIAT","kein"
"360","vndf.0",28542,3150,3252,"Simson",12,"Esel","NN","esel"
"361","vndf.0",28542,3150,3252,"Simson",12,",","$,","--"
