drama,length,begin,end,Speaker/figure_surface,Speaker/figure_id,Token/surface,Token/pos,Token/lemma
rksp.0,25365,50469,50733,"Marinelli, Kammerherr des Prinzen.",4,Verzeihung,NN,verzeihung
rksp.0,25365,50469,50733,"Marinelli, Kammerherr des Prinzen.",4,;,$.,--
rksp.0,25365,50469,50733,"Marinelli, Kammerherr des Prinzen.",4,es,PPER,es
rksp.0,25365,50469,50733,"Marinelli, Kammerherr des Prinzen.",4,ist,VAFIN,sein
rksp.0,25365,50469,50733,"Marinelli, Kammerherr des Prinzen.",4,in,APPR,in
rksp.0,25365,50469,50733,"Marinelli, Kammerherr des Prinzen.",4,einigen,PIAT,einiger
rksp.0,25365,50469,50733,"Marinelli, Kammerherr des Prinzen.",4,Minuten,NN,minute
rksp.0,25365,50469,50733,"Marinelli, Kammerherr des Prinzen.",4,geschehen,VVPP,geschehen
rksp.0,25365,50469,50733,"Marinelli, Kammerherr des Prinzen.",4,.,$.,--
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,Die,ART,der
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,ich,PPER,ich
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,nicht,PTKNEG,nicht
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,verzögern,VVINF,verzögern
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,will,VMFIN,wollen
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,.,$.,--
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,Macht,NN,macht
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,ihm,PPER,ihm
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,eine,ART,ein
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,Verbeugung,NN,verbeugung
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,und,KON,und
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,geht,VVFIN,gehen
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,ab,PTKVZ,ab
rksp.0,25365,50738,50816,"Claudia Galotti, Eltern der Emilia.",2,.,$.,--
rksp.0,25365,50892,50917,APPIANI,12,Nun,ADV,nun
rksp.0,25365,50892,50917,APPIANI,12,",","$,",--
rksp.0,25365,50892,50917,APPIANI,12,mein,PPOSAT,mein
rksp.0,25365,50892,50917,APPIANI,12,Herr,NN,herr
rksp.0,25365,50892,50917,APPIANI,12,?,$.,--
rksp.0,25365,50922,50972,"Marinelli, Kammerherr des Prinzen.",4,Ich,PPER,ich
rksp.0,25365,50922,50972,"Marinelli, Kammerherr des Prinzen.",4,komme,VVFIN,kommen
rksp.0,25365,50922,50972,"Marinelli, Kammerherr des Prinzen.",4,von,APPR,von
rksp.0,25365,50922,50972,"Marinelli, Kammerherr des Prinzen.",4,des,ART,der
rksp.0,25365,50922,50972,"Marinelli, Kammerherr des Prinzen.",4,Prinzen,NN,prinz
rksp.0,25365,50922,50972,"Marinelli, Kammerherr des Prinzen.",4,Durchlaucht,VVPP,durchlaucht
rksp.0,25365,50922,50972,"Marinelli, Kammerherr des Prinzen.",4,.,$.,--
rksp.0,25365,50977,51012,APPIANI,12,Was,PWS,was
rksp.0,25365,50977,51012,APPIANI,12,ist,VAFIN,sein
rksp.0,25365,50977,51012,APPIANI,12,zu,APPR,zu
rksp.0,25365,50977,51012,APPIANI,12,seinem,PPOSAT,sein
rksp.0,25365,50977,51012,APPIANI,12,Befehl,NN,befehl
rksp.0,25365,50977,51012,APPIANI,12,?,$.,--
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,Ich,PPER,ich
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,bin,VAFIN,sein
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,stolz,ADJD,stolz
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,der,ART,der
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,Überbringer,NN,überbringer
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,einer,ART,ein
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,so,ADV,so
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,vorzüglichen,ADJA,vorzüglich
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,Gnade,NN,gnade
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,zu,PTKZU,zu
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,sein,VAINF,sein
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,.,$.,--
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,–,XY,–
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,Und,KON,und
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,wenn,KOUS,wenn
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,Graf,NN,graf
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,Appiani,NE,appiani
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,nicht,PTKNEG,nicht
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,mit,APPR,mit
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,Gewalt,NN,gewalt
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,einen,ART,ein
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,seiner,PPOSAT,sein
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,ergebensten,ADJA,ergeben
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,Freunde,NN,freund
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,in,APPR,in
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,mir,PPER,sich
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,verkennen,VVINF,verkennen
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,will,VMFIN,wollen
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,–,XY,–
rksp.0,25365,51017,51196,"Marinelli, Kammerherr des Prinzen.",4,–,XY,–
rksp.0,25365,51201,51254,APPIANI,12,Ohne,APPR,ohne
rksp.0,25365,51201,51254,APPIANI,12,weitere,ADJA,weit
rksp.0,25365,51201,51254,APPIANI,12,Vorrede,NN,vorrede
rksp.0,25365,51201,51254,APPIANI,12,;,$.,--
rksp.0,25365,51201,51254,APPIANI,12,wenn,KOUS,wenn
rksp.0,25365,51201,51254,APPIANI,12,ich,PPER,ich
rksp.0,25365,51201,51254,APPIANI,12,bitten,VVFIN,bitten
rksp.0,25365,51201,51254,APPIANI,12,darf,VMFIN,dürfen
rksp.0,25365,51201,51254,APPIANI,12,.,$.,--
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Auch,ADV,auch
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,das,ART,der
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,"!",$.,--
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,–,XY,–
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Der,ART,der
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Prinz,NN,prinz
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,muß,VMFIN,müssen
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,sogleich,ADV,sogleich
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,an,APPR,an
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,den,ART,der
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Herzog,NE,herzog
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,von,APPR,von
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Massa,NE,massa
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,in,APPR,in
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Angelegenheit,NN,angelegenheit
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,seiner,PPOSAT,sein
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Vermählung,NN,vermählung
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,mit,APPR,mit
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,dessen,PDAT,der
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Prinzessin,NN,prinzessin
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Tochter,NN,tochter
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,einen,ART,ein
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Bevollmächtigten,NN,bevollmächtigter
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,senden,VVINF,senden
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,.,$.,--
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Er,PPER,er
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,war,VAFIN,sein
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,lange,ADV,lange
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,unschlüssig,ADJD,unschlüssig
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,wen,PWS,wen
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,er,PPER,er
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,dazu,PROAV,dazu
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,ernennen,VVINF,ernennen
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,solle,VMFIN,sollen
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,.,$.,--
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Endlich,ADV,endlich
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,ist,VAFIN,sein
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,seine,PPOSAT,sein
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Wahl,NN,wahl
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Herr,NN,herr
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Graf,NN,graf
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,auf,APPR,auf
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,Sie,PPER,sie
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,gefallen,VVPP,fallen
rksp.0,25365,51259,51534,"Marinelli, Kammerherr des Prinzen.",4,.,$.,--
rksp.0,25365,51539,51558,APPIANI,12,Auf,APPR,auf
rksp.0,25365,51539,51558,APPIANI,12,mich,PPER,mich
rksp.0,25365,51539,51558,APPIANI,12,?,$.,--
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,Und,KON,und
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,das,PDS,der
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,–,XY,–
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,wenn,KOUS,wenn
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,die,ART,der
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,Freundschaft,NN,freundschaft
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,ruhmredig,ADJD,ruhmredig
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,sein,VAINF,sein
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,darf,VMFIN,dürfen
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,–,XY,–
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,nicht,PTKNEG,nicht
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,ohne,APPR,ohne
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,mein,PPOSAT,mein
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,Zutun,NN,zutun
rksp.0,25365,51563,51653,"Marinelli, Kammerherr des Prinzen.",4,–,XY,–
rksp.0,25365,51658,51822,APPIANI,12,Wahrlich,ADJD,wahrlich
rksp.0,25365,51658,51822,APPIANI,12,",","$,",--
rksp.0,25365,51658,51822,APPIANI,12,Sie,PPER,sie
rksp.0,25365,51658,51822,APPIANI,12,setzen,VVFIN,setzen
rksp.0,25365,51658,51822,APPIANI,12,mich,PPER,mich
rksp.0,25365,51658,51822,APPIANI,12,wegen,APPR,wegen
rksp.0,25365,51658,51822,APPIANI,12,eines,ART,ein
rksp.0,25365,51658,51822,APPIANI,12,Dankes,NN,dank
rksp.0,25365,51658,51822,APPIANI,12,in,APPR,in
rksp.0,25365,51658,51822,APPIANI,12,Verlegenheit,NN,verlegenheit
rksp.0,25365,51658,51822,APPIANI,12,.,$.,--
rksp.0,25365,51658,51822,APPIANI,12,–,XY,–
rksp.0,25365,51658,51822,APPIANI,12,Ich,PPER,ich
rksp.0,25365,51658,51822,APPIANI,12,habe,VAFIN,haben
rksp.0,25365,51658,51822,APPIANI,12,schon,ADV,schon
rksp.0,25365,51658,51822,APPIANI,12,längst,ADV,längst
rksp.0,25365,51658,51822,APPIANI,12,nicht,PTKNEG,nicht
rksp.0,25365,51658,51822,APPIANI,12,mehr,ADV,mehr
rksp.0,25365,51658,51822,APPIANI,12,erwartet,VVPP,erwarten
rksp.0,25365,51658,51822,APPIANI,12,",","$,",--
rksp.0,25365,51658,51822,APPIANI,12,daß,KOUS,daß
rksp.0,25365,51658,51822,APPIANI,12,der,ART,der
rksp.0,25365,51658,51822,APPIANI,12,Prinz,NN,prinz
rksp.0,25365,51658,51822,APPIANI,12,mich,PPER,mich
rksp.0,25365,51658,51822,APPIANI,12,zu,PTKZU,zu
rksp.0,25365,51658,51822,APPIANI,12,brauchen,VVINF,brauchen
rksp.0,25365,51658,51822,APPIANI,12,geruhen,VVINF,geruhen
rksp.0,25365,51658,51822,APPIANI,12,werde,VAFIN,werden
rksp.0,25365,51658,51822,APPIANI,12,.,$.,--
rksp.0,25365,51658,51822,APPIANI,12,–,XY,–
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,Ich,PPER,ich
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,bin,VAFIN,sein
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,versichert,VVPP,versichern
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,daß,KOUS,daß
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,es,PPER,es
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,ihm,PPER,ihm
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,bloß,ADV,bloß
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,an,APPR,an
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,einer,PIS,ein
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,würdigen,VVINF,würdig
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,Gelegenheit,NN,gelegenheit
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,gemangelt,VVPP,mangeln
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,hat,VAFIN,haben
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,.,$.,--
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,Und,KON,und
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,wenn,KOUS,wenn
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,auch,ADV,auch
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,diese,PDAT,dieser
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,so,ADV,so
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,eines,ART,ein
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,Mannes,NN,mann
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,wie,PWAV,wie
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,Graf,NN,graf
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,Appiani,NE,appiani
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,noch,ADV,noch
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,nicht,PTKNEG,nicht
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,würdig,ADJD,würdig
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,genug,ADV,genug
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,sein,VAINF,sein
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,sollte,VMFIN,sollen
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,:,$.,--
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,so,ADV,so
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,ist,VAFIN,sein
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,freilich,ADV,freilich
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,meine,PPOSAT,mein
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,Freundschaft,NN,freundschaft
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,zu,APPR,zu
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,voreilig,ADJD,voreilig
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,gewesen,VAPP,sein
rksp.0,25365,51827,52067,"Marinelli, Kammerherr des Prinzen.",4,.,$.,--
rksp.0,25365,52072,52229,APPIANI,12,Freundschaft,NN,freundschaft
rksp.0,25365,52072,52229,APPIANI,12,und,KON,und
rksp.0,25365,52072,52229,APPIANI,12,Freundschaft,NN,freundschaft
rksp.0,25365,52072,52229,APPIANI,12,",","$,",--
rksp.0,25365,52072,52229,APPIANI,12,um,KOUI,um
rksp.0,25365,52072,52229,APPIANI,12,das,ART,der
rksp.0,25365,52072,52229,APPIANI,12,dritte,ADJA,dritter
rksp.0,25365,52072,52229,APPIANI,12,Wort,NN,wort
rksp.0,25365,52072,52229,APPIANI,12,"!",$.,--
rksp.0,25365,52072,52229,APPIANI,12,–,XY,–
rksp.0,25365,52072,52229,APPIANI,12,Mit,APPR,mit
rksp.0,25365,52072,52229,APPIANI,12,wem,ADJA,wem
rksp.0,25365,52072,52229,APPIANI,12,red,FM,red
rksp.0,25365,52072,52229,APPIANI,12,',$[,--
rksp.0,25365,52072,52229,APPIANI,12,ich,PPER,ich
rksp.0,25365,52072,52229,APPIANI,12,denn,ADV,denn
rksp.0,25365,52072,52229,APPIANI,12,?,$.,--
rksp.0,25365,52072,52229,APPIANI,12,Des,ART,der
rksp.0,25365,52072,52229,APPIANI,12,Marchese,NN,marchese
rksp.0,25365,52072,52229,APPIANI,12,Marinelli,NE,marinelli
rksp.0,25365,52072,52229,APPIANI,12,Freundschaft,NN,freundschaft
rksp.0,25365,52072,52229,APPIANI,12,hätt,VVFIN,hätt
rksp.0,25365,52072,52229,APPIANI,12,',$[,--
rksp.0,25365,52072,52229,APPIANI,12,ich,PPER,ich
rksp.0,25365,52072,52229,APPIANI,12,mir,PPER,sich
rksp.0,25365,52072,52229,APPIANI,12,nie,ADV,nie
rksp.0,25365,52072,52229,APPIANI,12,träumen,VVINF,träumen
rksp.0,25365,52072,52229,APPIANI,12,lassen,VVINF,lassen
rksp.0,25365,52072,52229,APPIANI,12,.,$.,--
rksp.0,25365,52072,52229,APPIANI,12,–,XY,–
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Ich,PPER,ich
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,erkenne,VVFIN,erkennen
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,mein,PPOSAT,mein
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Unrecht,NN,unrecht
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Herr,NN,herr
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Graf,NN,graf
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,mein,PPOSAT,mein
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,unverzeihliches,ADJA,unverzeihlich
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Unrecht,NN,unrecht
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,daß,KOUS,daß
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,ich,PPER,ich
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,ohne,APPR,ohne
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Ihre,PPOSAT,ihr
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Erlaubnis,NN,erlaubnis
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Ihr,PPOSAT,ihr
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Freund,NN,freund
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,sein,VAINF,sein
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,wollen,VMFIN,wollen
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,.,$.,--
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,–,XY,–
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Bei,APPR,bei
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,dem,ART,der
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,allen,PIDAT,aller
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,:,$.,--
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,was,PWS,was
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,tut,VVFIN,tun
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,das,PDS,der
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,?,$.,--
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Die,ART,der
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Gnade,NN,gnade
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,des,ART,der
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Prinzen,NN,prinz
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,die,PRELS,der
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Ihnen,PPER,ihnen
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,angetragene,ADJA,angetragen
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Ehre,NN,ehre
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,bleiben,VVINF,bleiben
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,was,PWS,was
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,sie,PPER,sie
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,sind,VAFIN,sein
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,:,$.,--
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,und,KON,und
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,ich,PPER,ich
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,zweifle,VVFIN,zweifeln
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,nicht,PTKNEG,nicht
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,Sie,PPER,sie
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,werden,VAFIN,werden
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,sie,PPER,sie
rksp.0,25365,52234,52532,"Marinelli, Kammerherr des Prinzen.",4,mit,APPR,mit
